battery_level,temperature,usage_hours,cpu_usage,ram_usage,device_type,device_age_months,user_rating,charging_speed,screen_brightness,label,issue_type,device,timestamp
66.43,40.61,19.37,89.68,69.19,5,19,1,50.0,50.0,1,screen_damage,smartwatch,2025-08-31 14:00:45.823400
26.38,22.07,6.94,25.42,8.61,1,25,5,50.0,50.0,1,charging_problem,tablet,2025-03-13 14:00:45.823413
61.648373008152745,33.98676621213012,4.38,32.46741344611832,40.0,4,25,4,50.0,50.0,0,healthy,smartphone,2025-01-30 14:00:45.823428
52.44,48.45,14.0,41.68,66.09,7,48,4,50.0,50.0,1,hard_drive_failure,laptop,2025-05-07 14:00:45.823442
76.07,46.3,21.27,52.36,33.72,5,19,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-07-25 14:00:45.823456
19.21,21.49,12.08,24.31,38.41,7,50,2,50.0,50.0,1,ram_problem,laptop,2025-01-13 14:00:45.823469
33.72,56.54,4.34,90.8,40.0,4,50,5,50.0,50.0,1,overheating,smartphone,2024-12-13 14:00:45.823484
50.71,51.2,14.17,8.48,35.1,1,29,5,50.0,50.0,1,screen_issue,tablet,2024-12-08 14:00:45.823498
60.85223377751518,21.248074419618217,1.89,30.957789530035512,78.25,2,45,2,50.0,50.0,0,healthy,headphones,2024-12-08 14:00:45.823513
50.91,24.79,18.7,47.26,85.01,5,18,4,50.0,50.0,1,sensor_malfunction,smartwatch,2025-12-02 14:00:45.823592
84.62315757644055,28.820766738200483,13.69,18.86484129308456,40.0,2,52,2,50.0,87.83,0,healthy,headphones,2025-05-27 14:00:45.823615
64.38155054995995,22.91474532120825,8.13,9.493862048823743,40.0,5,9,2,50.0,96.66,0,healthy,smartwatch,2025-06-20 14:00:45.823630
45.19,48.97,8.75,99.26,40.0,7,37,2,50.0,50.0,1,overheating,laptop,2025-09-05 14:00:45.823643
63.15,33.04,12.41,69.53,95.86,1,45,2,50.0,50.0,1,screen_issue,tablet,2025-04-24 14:00:45.823655
23.7,38.6,22.19,30.0,40.0,1,7,2,50.0,91.91,1,battery_drain,tablet,2025-06-24 14:00:45.823685
75.13,23.23,17.79,93.4,8.54,7,11,5,50.0,50.0,1,keyboard_malfunction,laptop,2025-08-18 14:00:45.823714
74.06974232976772,30.155563362798127,21.54,3.5127405736777972,55.96,1,28,1,50.0,50.0,0,healthy,tablet,2024-12-05 14:00:45.823727
50.13,38.73,8.14,40.64,52.28,2,40,4,50.0,50.0,1,audio_distortion,headphones,2025-05-21 14:00:45.823764
99.78,34.5,7.56,76.64,37.08,1,22,5,50.0,50.0,1,wifi_connectivity,tablet,2025-10-06 14:00:45.823775
54.806208398100665,20.01365650635761,0.63,23.48762190891458,36.34,1,4,4,50.0,50.0,0,healthy,tablet,2025-03-07 14:00:45.823787
65.49255292880699,29.812717769266577,4.2,24.559266636681333,40.0,4,31,2,50.0,50.0,0,healthy,smartphone,2025-05-09 14:00:45.823813
26.68,55.98,22.45,67.07,96.26,1,15,5,50.0,50.0,1,storage_full,tablet,2025-04-14 14:00:45.823823
38.9,51.35,2.63,59.73,82.58,5,22,5,50.0,50.0,1,water_damage,smartwatch,2025-02-04 14:00:45.823834
65.07584564009315,29.035165563917744,0.02,31.322850309572768,84.94,1,47,5,50.0,50.0,0,healthy,tablet,2025-11-01 14:00:45.823845
63.65586025137547,34.301581895029216,15.22,11.126273687304494,34.75,5,16,5,50.0,50.0,0,healthy,smartwatch,2025-10-16 14:00:45.823859
5.3,54.24,1.59,97.35,12.52,5,5,3,50.0,50.0,1,connectivity_issue,smartwatch,2025-07-05 14:00:45.823873
50.0,30.0,16.09,30.0,40.0,4,8,4,50.0,50.0,1,screen_crack,smartphone,2025-11-04 14:00:45.823885
59.41,77.98,6.54,87.75,40.0,4,13,4,50.0,50.0,1,overheating,smartphone,2025-04-15 14:00:45.823896
66.12,21.32,15.06,69.98,77.96,5,5,4,50.0,50.0,1,sensor_malfunction,smartwatch,2025-08-24 14:00:45.823910
85.02963036847903,32.97864306204629,11.26,16.734620294118326,89.68,5,53,3,50.0,50.0,0,healthy,smartwatch,2025-01-03 14:00:45.823921
33.95,21.34,2.72,18.19,17.42,2,31,3,50.0,50.0,1,physical_damage,headphones,2025-03-02 14:00:45.823931
70.38563382569409,27.92365762489208,13.06,48.338095139512156,40.0,4,40,1,50.0,50.0,0,healthy,smartphone,2025-08-05 14:00:45.823944
54.27560884003012,25.196053402673247,7.55,8.434487759583897,40.0,4,55,4,50.0,50.0,0,healthy,smartphone,2025-02-20 14:00:45.823956
62.83,44.36,8.26,57.03,97.04,2,30,1,50.0,50.0,1,physical_damage,headphones,2025-12-02 14:00:45.823966
64.52,58.14,22.26,40.57,57.97,7,46,5,50.0,50.0,1,ram_problem,laptop,2024-12-11 14:00:45.823976
62.43,43.54,12.16,10.82,21.74,7,36,2,50.0,50.0,1,ram_problem,laptop,2025-05-27 14:00:45.823987
16.47,39.91,14.01,30.0,40.0,2,14,5,50.0,87.38,1,battery_drain,headphones,2025-06-17 14:00:45.823998
46.68,20.02,16.53,57.37,79.04,5,31,4,50.0,50.0,1,screen_damage,smartwatch,2025-06-25 14:00:45.824009
91.42725045088667,32.098101291397946,22.52,43.64006434033301,41.22,1,37,1,50.0,50.0,0,healthy,tablet,2025-07-11 14:00:45.824020
47.76,51.49,2.4,99.97,64.48,5,15,2,50.0,50.0,1,water_damage,smartwatch,2025-03-21 14:00:45.824030
72.49,50.31,19.29,90.12,61.72,2,27,5,50.0,50.0,1,connectivity_issue,headphones,2025-05-17 14:00:45.824040
63.33,34.67,6.3,38.99,96.4,1,26,2,50.0,50.0,1,storage_full,tablet,2025-07-29 14:00:45.824052
7.12,37.01,22.8,30.0,40.0,4,21,1,50.0,70.48,1,battery_drain,smartphone,2025-07-28 14:00:45.824064
75.06836190450403,25.470408177042703,8.55,9.719696983638999,40.0,1,26,1,50.0,70.12,0,healthy,tablet,2025-11-08 14:00:45.824076
88.35,34.7,14.55,54.99,35.14,7,9,3,50.0,50.0,1,ram_problem,laptop,2024-12-24 14:00:45.824086
94.75733806526543,21.440390677330683,21.39,40.05383291292616,38.91,7,4,2,50.0,50.0,0,healthy,laptop,2025-06-25 14:00:45.824098
22.18,30.8,1.02,45.85,77.59,5,9,4,50.0,50.0,1,water_damage,smartwatch,2025-02-13 14:00:45.824108
54.65723955765085,32.02766457641835,20.43,16.021309901586495,84.97,7,11,3,50.0,50.0,0,healthy,laptop,2025-09-18 14:00:45.824119
5.51,25.33,19.3,69.72,0.77,7,28,4,50.0,50.0,1,hard_drive_failure,laptop,2025-05-31 14:00:45.824129
78.33,28.52,2.12,97.93,4.26,1,50,5,50.0,50.0,1,screen_issue,tablet,2024-12-17 14:00:45.824139
90.7344984581965,27.00188769136953,22.35,42.7687137024099,40.0,5,15,5,50.0,85.2,0,healthy,smartwatch,2025-05-25 14:00:45.824152
95.48644517544555,27.05252534854011,3.99,11.284452322924249,20.95,1,48,5,50.0,50.0,0,healthy,tablet,2025-11-29 14:00:45.824166
50.0,30.0,23.48,30.0,40.0,4,12,3,50.0,50.0,1,screen_crack,smartphone,2025-01-13 14:00:45.824177
8.1,31.1,16.15,8.63,80.02,5,3,2,50.0,50.0,1,screen_damage,smartwatch,2025-04-15 14:00:45.824188
10.14,56.29,3.31,77.2,54.09,1,24,5,50.0,50.0,1,screen_issue,tablet,2025-10-31 14:00:45.824198
50.0,30.0,4.76,30.0,40.0,4,14,1,50.0,50.0,1,screen_crack,smartphone,2025-07-01 14:00:45.824209
50.0,30.0,8.0,77.35,94.32,4,53,2,50.0,50.0,1,software_lag,smartphone,2025-07-12 14:00:45.824223
19.25,47.29,11.02,43.15,68.61,5,1,5,50.0,50.0,1,connectivity_issue,smartwatch,2025-09-17 14:00:45.824233
91.1,39.51,1.09,20.08,55.22,7,19,3,50.0,50.0,1,keyboard_malfunction,laptop,2025-11-27 14:00:45.824243
14.97,50.86,6.76,48.66,73.9,5,31,2,50.0,50.0,1,screen_damage,smartwatch,2025-09-30 14:00:45.824256
91.69762201865382,31.43324445063631,21.06,10.352858122007353,6.65,7,14,5,50.0,50.0,0,healthy,laptop,2025-01-30 14:00:45.824267
4.06,38.2,20.68,46.73,47.41,7,46,4,50.0,50.0,1,ram_problem,laptop,2025-01-17 14:00:45.824278
96.54,34.25,1.25,23.43,24.67,7,33,3,50.0,50.0,1,keyboard_malfunction,laptop,2025-01-10 14:00:45.824288
50.0,30.0,8.0,30.0,40.0,4,14,4,14.86,50.0,1,charging_issue,smartphone,2025-03-06 14:00:45.824299
28.21,34.85,13.82,12.52,26.41,7,43,5,50.0,50.0,1,battery_issue,laptop,2025-03-29 14:00:45.824310
63.46752175754028,28.118329373914005,5.28,9.810166972588497,32.4,1,30,1,50.0,50.0,0,healthy,tablet,2025-11-01 14:00:45.824321
96.65970588786278,30.4666894676511,16.85,33.59302363988986,58.09,7,1,1,50.0,50.0,0,healthy,laptop,2025-07-18 14:00:45.824333
81.37302550071446,26.569235108887078,12.36,39.14644053554285,80.41,7,51,5,50.0,50.0,0,healthy,laptop,2025-01-06 14:00:45.824344
48.59,78.21,10.67,81.34,40.0,4,47,4,50.0,50.0,1,overheating,smartphone,2024-12-19 14:00:45.824366
87.99818054553964,20.37019181728614,6.5,18.811149362087793,40.0,7,3,4,50.0,50.0,0,healthy,laptop,2025-10-29 14:00:45.824378
96.99715192612828,21.026406269363548,11.34,45.20066508520697,70.06,1,5,1,50.0,50.0,0,healthy,tablet,2025-01-11 14:00:45.824390
51.67738964752013,26.03748038214051,5.54,32.01747907085316,92.16,5,17,2,50.0,50.0,0,healthy,smartwatch,2025-10-22 14:00:45.824401
71.17,67.52,6.94,89.57,40.0,7,7,4,50.0,50.0,1,overheating,laptop,2025-10-26 14:00:45.824412
5.13,58.95,17.83,61.41,52.22,7,11,5,50.0,50.0,1,hard_drive_failure,laptop,2025-03-01 14:00:45.824425
50.0,30.0,8.0,30.0,40.0,2,57,4,25.73,50.0,1,charging_issue,headphones,2025-02-05 14:00:45.824436
51.79,50.55,19.51,71.22,83.71,1,56,3,50.0,50.0,1,wifi_connectivity,tablet,2025-01-22 14:00:45.824446
80.81043516666944,29.177753748248996,16.71,18.723416193542775,1.51,7,8,2,50.0,50.0,0,healthy,laptop,2025-02-10 14:00:45.824458
61.32,33.06,13.12,6.15,67.01,1,60,2,50.0,50.0,1,storage_full,tablet,2025-02-11 14:00:45.824468
65.98597846014658,25.476061169957745,18.69,16.481029401703402,93.28,5,54,1,50.0,50.0,0,healthy,smartwatch,2025-03-28 14:00:45.824479
86.54,58.92,17.35,71.13,22.41,1,47,2,50.0,50.0,1,screen_issue,tablet,2025-09-28 14:00:45.824489
57.91,43.68,15.58,48.91,15.06,1,40,1,50.0,50.0,1,storage_full,tablet,2024-12-07 14:00:45.824500
98.7006883581335,24.96724471681319,1.53,25.10428434021848,4.59,2,36,1,50.0,50.0,0,healthy,headphones,2025-02-11 14:00:45.824511
6.91,35.86,17.72,30.0,40.0,5,3,1,50.0,79.12,1,battery_drain,smartwatch,2025-09-15 14:00:45.824525
65.9,20.17,1.28,0.69,41.37,5,33,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-02-12 14:00:45.824536
58.58176243696538,34.06296804182717,7.99,14.721040091839594,27.78,1,39,4,50.0,50.0,0,healthy,tablet,2025-05-11 14:00:45.824547
50.0,30.0,8.0,94.77,87.19,4,19,3,50.0,50.0,1,software_lag,smartphone,2025-03-26 14:00:45.824559
59.078161325172694,23.405827252661783,8.0,15.298197109090589,88.08,4,52,1,50.0,50.0,0,healthy,smartphone,2025-07-21 14:00:45.824571
50.0,30.0,8.0,30.0,40.0,2,27,4,4.46,50.0,1,charging_issue,headphones,2025-08-19 14:00:45.824582
60.72,56.7,9.83,33.15,16.49,5,33,1,50.0,50.0,1,water_damage,smartwatch,2025-10-16 14:00:45.824595
50.0,30.0,9.17,30.0,40.0,4,27,4,50.0,50.0,1,screen_crack,smartphone,2025-01-15 14:00:45.824606
78.36,22.46,20.14,55.14,16.06,1,54,3,50.0,50.0,1,storage_full,tablet,2025-08-16 14:00:45.824617
6.83,43.71,19.63,30.0,40.0,5,37,1,50.0,74.37,1,battery_drain,smartwatch,2025-07-12 14:00:45.824631
17.24,54.2,2.2,29.79,6.0,7,5,5,50.0,50.0,1,ram_problem,laptop,2025-07-10 14:00:45.824644
50.0,30.0,4.34,30.0,40.0,4,51,1,50.0,50.0,1,screen_crack,smartphone,2025-08-27 14:00:45.824655
56.13573973933498,26.537500825308115,21.41,14.080498248756806,25.79,5,43,5,50.0,50.0,0,healthy,smartwatch,2025-08-17 14:00:45.824667
97.46,42.34,3.78,75.1,90.95,1,25,2,50.0,50.0,1,screen_issue,tablet,2025-08-11 14:00:45.824678
50.0,30.0,8.0,30.0,40.0,2,42,2,17.5,50.0,1,charging_issue,headphones,2025-08-02 14:00:45.824689
86.28968519253047,28.9229014130841,14.85,25.334358688460608,40.0,5,50,2,50.0,92.79,0,healthy,smartwatch,2025-07-27 14:00:45.824701
97.89,32.92,23.67,93.37,21.21,2,6,3,50.0,50.0,1,audio_distortion,headphones,2025-07-22 14:00:45.824711
80.14135157019848,20.93926510412149,18.79,27.113851507371116,11.83,2,42,3,50.0,50.0,0,healthy,headphones,2024-12-16 14:00:45.824722
99.4,35.25,6.69,34.94,3.98,1,30,3,50.0,50.0,1,screen_issue,tablet,2025-02-09 14:00:45.824733
50.0,30.0,4.64,30.0,40.0,4,46,1,50.0,50.0,1,screen_crack,smartphone,2025-05-25 14:00:45.824744
44.42,76.46,5.35,92.02,40.0,7,10,1,50.0,50.0,1,overheating,laptop,2025-01-15 14:00:45.824755
51.43,55.95,2.82,64.91,34.26,5,26,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-09-25 14:00:45.824765
80.52233855542322,33.56302419518469,9.02,11.035302336455288,22.11,7,18,1,50.0,50.0,0,healthy,laptop,2025-04-11 14:00:45.824776
60.42291968837584,30.77195319590924,22.25,23.488029573255286,40.0,1,5,4,50.0,97.32,0,healthy,tablet,2025-07-13 14:00:45.824788
32.3,35.45,2.17,17.22,13.03,7,14,5,50.0,50.0,1,hard_drive_failure,laptop,2025-09-27 14:00:45.824798
41.92,56.88,7.42,99.75,40.0,4,47,3,50.0,50.0,1,overheating,smartphone,2025-05-29 14:00:45.824809
96.27,31.91,13.71,47.62,45.84,5,53,3,50.0,50.0,1,sensor_malfunction,smartwatch,2025-06-19 14:00:45.824819
60.369526062806415,32.911726510361376,23.35,19.924499827096426,40.0,4,24,4,50.0,83.7,0,healthy,smartphone,2025-11-15 14:00:45.824832
88.84302924660616,31.0536790996308,8.0,6.272377866113954,91.18,4,45,4,50.0,50.0,0,healthy,smartphone,2025-09-13 14:00:45.824844
93.01801609546612,28.662107415563888,8.82,3.914070666411157,40.0,1,39,1,50.0,82.89,0,healthy,tablet,2025-07-30 14:00:45.824856
68.8006336432846,29.108521770367226,8.0,2.766551398281125,40.0,2,25,2,28.97,50.0,0,healthy,headphones,2025-07-27 14:00:45.824869
29.62,44.43,5.7,76.34,9.68,1,7,3,50.0,50.0,1,wifi_connectivity,tablet,2025-08-17 14:00:45.824882
16.2,52.17,13.7,59.77,65.07,7,12,3,50.0,50.0,1,battery_issue,laptop,2025-04-15 14:00:45.824892
9.97,36.96,10.18,30.0,40.0,1,5,2,50.0,91.72,1,battery_drain,tablet,2025-07-23 14:00:45.824904
55.167325349704676,25.1945414970632,11.61,37.62982631397303,40.0,7,22,1,50.0,50.0,0,healthy,laptop,2025-10-23 14:00:45.824916
50.0,30.0,8.0,30.0,40.0,2,35,4,9.59,50.0,1,charging_issue,headphones,2025-05-27 14:00:45.824927
87.86264281063494,21.64952280386748,8.0,23.812713429050515,40.0,4,53,5,25.68,50.0,0,healthy,smartphone,2025-08-06 14:00:45.824940
13.87,36.57,14.71,61.5,97.03,5,8,5,50.0,50.0,1,screen_damage,smartwatch,2025-02-22 14:00:45.824950
57.37382912204497,24.103772447521862,9.23,12.852127278805197,63.95,5,20,4,50.0,50.0,0,healthy,smartwatch,2025-10-29 14:00:45.824965
61.56,72.99,11.86,80.46,40.0,4,12,2,50.0,50.0,1,overheating,smartphone,2025-05-27 14:00:45.824976
69.83105581196756,30.07239478383508,8.0,33.10114736736035,40.0,2,48,2,24.58,50.0,0,healthy,headphones,2025-12-04 14:00:45.824989
7.57,21.21,21.82,98.89,97.95,1,47,4,50.0,50.0,1,storage_full,tablet,2025-10-05 14:00:45.825002
56.91398005138153,31.201280121628027,19.77,41.61721334221984,40.0,4,41,4,50.0,50.0,0,healthy,smartphone,2025-02-16 14:00:45.825014
45.16,21.82,9.49,47.15,16.7,7,51,1,50.0,50.0,1,keyboard_malfunction,laptop,2025-10-31 14:00:45.825024
50.0,30.0,8.0,30.0,40.0,2,35,5,16.41,50.0,1,charging_issue,headphones,2025-08-18 14:00:45.825036
8.44,27.21,13.2,40.09,43.56,2,55,5,50.0,50.0,1,connectivity_issue,headphones,2025-04-02 14:00:45.825046
64.80358627845881,34.10975629407212,8.0,41.88711256819611,94.95,4,42,1,50.0,50.0,0,healthy,smartphone,2025-06-24 14:00:45.825059
85.22816636373122,27.331122558725987,9.2,6.004809729938964,67.19,1,32,1,50.0,50.0,0,healthy,tablet,2025-02-02 14:00:45.825070
22.76,40.05,18.54,30.0,40.0,1,23,1,50.0,99.52,1,battery_drain,tablet,2025-03-24 14:00:45.825081
81.77,50.72,5.19,1.4,44.44,5,45,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-02-21 14:00:45.825092
99.55,38.01,2.11,67.49,94.86,1,47,3,50.0,50.0,1,screen_issue,tablet,2025-04-24 14:00:45.825102
3.8,54.5,7.87,22.14,35.98,7,18,1,50.0,50.0,1,battery_issue,laptop,2024-12-06 14:00:45.825112
50.0,30.0,13.61,30.0,40.0,4,5,2,50.0,50.0,1,screen_crack,smartphone,2025-02-09 14:00:45.825123
3.06,44.92,12.63,12.5,45.45,5,42,4,50.0,50.0,1,connectivity_issue,smartwatch,2025-03-08 14:00:45.825133
26.36,44.21,13.45,27.11,18.55,5,44,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-03-01 14:00:45.825143
72.28,50.03,22.16,54.4,23.92,5,52,2,50.0,50.0,1,water_damage,smartwatch,2025-02-16 14:00:45.825154
50.0,30.0,8.0,30.0,40.0,2,4,2,12.6,50.0,1,charging_issue,headphones,2025-05-06 14:00:45.825165
77.59417004733186,32.45492790474144,20.01,42.91700269544653,97.18,1,43,5,50.0,50.0,0,healthy,tablet,2025-02-04 14:00:45.825177
50.0,30.0,8.0,30.0,40.0,4,30,5,9.53,50.0,1,charging_issue,smartphone,2025-03-01 14:00:45.825188
4.93,42.84,18.73,30.0,40.0,1,34,2,50.0,72.76,1,battery_drain,tablet,2025-10-12 14:00:45.825199
2.13,39.73,16.01,30.0,40.0,2,4,1,50.0,90.1,1,battery_drain,headphones,2025-03-30 14:00:45.825210
57.39959776460919,32.103007841381455,14.78,46.4712264222767,40.0,2,1,5,50.0,86.56,0,healthy,headphones,2025-03-25 14:00:45.825225
8.84,36.04,23.78,30.0,40.0,2,23,2,50.0,85.17,1,battery_drain,headphones,2025-10-27 14:00:45.825236
98.15,31.06,13.39,9.62,50.16,1,55,1,50.0,50.0,1,wifi_connectivity,tablet,2025-11-04 14:00:45.825249
65.45828600263563,23.674123636048556,10.76,33.868359964768956,97.08,7,14,1,50.0,50.0,0,healthy,laptop,2025-09-11 14:00:45.825261
80.18,40.02,0.13,33.69,35.31,7,53,1,50.0,50.0,1,ram_problem,laptop,2025-04-05 14:00:45.825271
50.0,30.0,4.39,30.0,40.0,4,43,5,50.0,50.0,1,screen_crack,smartphone,2025-05-31 14:00:45.825282
60.04223219051939,32.165354273330465,19.07,18.282097932084756,40.0,2,43,2,50.0,96.5,0,healthy,headphones,2025-03-18 14:00:45.825294
91.43086818801815,21.415642402353146,3.28,34.989272718997434,14.59,5,13,2,50.0,50.0,0,healthy,smartwatch,2025-07-03 14:00:45.825306
62.50161455848467,26.10613446392322,7.61,16.215008403454455,3.04,2,46,2,50.0,50.0,0,healthy,headphones,2025-02-26 14:00:45.825320
66.86718332237895,24.225624095543054,7.16,4.379602924659526,48.92,1,18,3,50.0,50.0,0,healthy,tablet,2025-09-11 14:00:45.825332
94.55,34.36,23.56,98.28,57.8,2,34,1,50.0,50.0,1,physical_damage,headphones,2025-03-13 14:00:45.825342
34.02,22.67,1.3,57.1,89.26,2,14,5,50.0,50.0,1,audio_distortion,headphones,2025-01-25 14:00:45.825352
50.0,30.0,8.0,77.24,89.01,4,8,1,50.0,50.0,1,software_lag,smartphone,2025-08-31 14:00:45.825366
70.68121737412525,22.648075015770956,6.11,42.95381615989683,75.15,7,11,2,50.0,50.0,0,healthy,laptop,2025-04-06 14:00:45.825378
25.04,21.57,5.26,74.68,66.75,7,48,4,50.0,50.0,1,battery_issue,laptop,2025-11-20 14:00:45.825388
54.3,41.99,1.7,38.04,72.16,7,18,5,50.0,50.0,1,keyboard_malfunction,laptop,2024-12-08 14:00:45.825401
50.0,30.0,8.0,30.0,40.0,4,30,4,9.63,50.0,1,charging_issue,smartphone,2025-06-26 14:00:45.825412
1.68,49.07,23.49,18.34,63.77,5,16,3,50.0,50.0,1,water_damage,smartwatch,2025-11-21 14:00:45.825423
14.67,43.64,3.96,96.75,67.16,7,2,4,50.0,50.0,1,ram_problem,laptop,2025-06-14 14:00:45.825433
57.408283078044306,33.20076750896477,4.61,22.108262792487476,40.0,4,20,5,50.0,50.0,0,healthy,smartphone,2025-03-29 14:00:45.825445
58.17,46.58,22.65,2.72,13.32,5,53,3,50.0,50.0,1,screen_damage,smartwatch,2025-03-22 14:00:45.825455
68.43947304507505,22.57280046751686,15.82,6.255249978985117,29.05,1,29,1,50.0,50.0,0,healthy,tablet,2025-06-06 14:00:45.825466
39.76,55.75,17.8,74.31,12.19,1,21,1,50.0,50.0,1,charging_problem,tablet,2025-05-07 14:00:45.825476
96.77,31.0,3.17,52.07,27.72,5,37,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-07-25 14:00:45.825487
88.36571061360775,25.223607805321755,0.63,8.054820719925083,4.27,7,53,3,50.0,50.0,0,healthy,laptop,2025-03-16 14:00:45.825498
75.25432141908779,22.991234062854495,22.75,47.623986676241834,97.67,5,49,1,50.0,50.0,0,healthy,smartwatch,2025-09-11 14:00:45.825509
97.35,35.08,9.06,72.46,20.67,5,46,2,50.0,50.0,1,sensor_malfunction,smartwatch,2025-08-03 14:00:45.825519
29.08,53.06,15.05,7.64,72.09,5,18,2,50.0,50.0,1,water_damage,smartwatch,2025-01-31 14:00:45.825529
20.27,40.4,10.84,30.0,40.0,2,39,2,50.0,95.59,1,battery_drain,headphones,2025-05-07 14:00:45.825541
37.64,35.65,10.79,67.72,73.96,1,41,4,50.0,50.0,1,screen_issue,tablet,2025-03-18 14:00:45.825551
56.79031870522569,27.002599881573794,8.0,14.79805927661188,93.93,4,22,3,50.0,50.0,0,healthy,smartphone,2025-07-28 14:00:45.825566
74.59993793235593,30.833118882121052,23.57,27.85054381895065,98.82,7,34,4,50.0,50.0,0,healthy,laptop,2025-09-22 14:00:45.825577
50.0,30.0,8.0,74.4,99.85,4,4,1,50.0,50.0,1,software_lag,smartphone,2025-04-08 14:00:45.825588
55.19,46.81,5.99,74.16,15.78,1,42,4,50.0,50.0,1,wifi_connectivity,tablet,2025-05-05 14:00:45.825599
6.9,39.83,12.03,30.0,40.0,1,17,2,50.0,77.2,1,battery_drain,tablet,2025-03-08 14:00:45.825609
50.50368714659627,25.01422004503904,8.0,43.826749006468816,96.82,4,35,5,50.0,50.0,0,healthy,smartphone,2025-09-02 14:00:45.825621
79.92962697262072,22.732667572391396,7.99,15.387444601441224,40.0,7,60,5,50.0,50.0,0,healthy,laptop,2025-06-26 14:00:45.825633
71.38938464757106,33.60397951100861,8.0,36.29313183415504,40.0,4,2,1,15.43,50.0,0,healthy,smartphone,2024-12-12 14:00:45.825647
38.33,57.78,2.49,2.23,64.05,1,31,1,50.0,50.0,1,storage_full,tablet,2025-02-17 14:00:45.825657
96.01,59.65,9.95,40.91,38.43,2,39,3,50.0,50.0,1,physical_damage,headphones,2025-10-15 14:00:45.825668
12.77,24.28,5.66,97.58,58.12,7,5,1,50.0,50.0,1,ram_problem,laptop,2025-10-28 14:00:45.825680
77.1,23.18,21.51,23.75,62.6,7,40,3,50.0,50.0,1,battery_issue,laptop,2025-10-03 14:00:45.825691
54.49351818227717,25.717697719914185,8.0,4.277033249890621,40.0,4,50,1,2.1,50.0,0,healthy,smartphone,2025-01-14 14:00:45.825703
96.40278919795063,26.48502149856984,1.61,3.8187148679443004,64.39,7,20,5,50.0,50.0,0,healthy,laptop,2025-01-12 14:00:45.825714
50.0,30.0,8.0,30.0,40.0,2,12,4,2.83,50.0,1,charging_issue,headphones,2025-10-01 14:00:45.825731
50.0,30.0,1.03,30.0,40.0,4,50,1,50.0,50.0,1,screen_crack,smartphone,2024-12-10 14:00:45.825742
7.86,41.31,14.08,30.0,40.0,1,50,3,50.0,82.43,1,battery_drain,tablet,2025-10-05 14:00:45.825753
50.0,30.0,18.99,30.0,40.0,4,13,2,50.0,50.0,1,screen_crack,smartphone,2025-05-08 14:00:45.825764
85.18885417476699,33.62794232704517,13.84,43.3235886515605,5.12,7,25,5,50.0,50.0,0,healthy,laptop,2025-01-11 14:00:45.825775
70.91645663105642,21.649849839022078,15.9,47.04177944460159,39.19,7,39,3,50.0,50.0,0,healthy,laptop,2025-04-27 14:00:45.825787
50.0,30.0,5.63,30.0,40.0,4,59,2,50.0,50.0,1,screen_crack,smartphone,2025-10-11 14:00:45.825798
90.52,52.68,15.0,0.88,63.18,1,52,4,50.0,50.0,1,storage_full,tablet,2025-06-21 14:00:45.825808
93.33,25.85,19.97,10.62,13.46,7,46,2,50.0,50.0,1,ram_problem,laptop,2025-02-10 14:00:45.825821
70.77063193569735,30.177247552271602,3.54,41.9694904693576,39.81,5,18,2,50.0,50.0,0,healthy,smartwatch,2025-09-28 14:00:45.825834
57.215882674120216,20.84016369723997,11.2,33.75696952737415,87.38,1,38,2,50.0,50.0,0,healthy,tablet,2025-03-21 14:00:45.825845
89.59757507582549,33.185651981753516,0.78,12.136040910257396,21.78,2,21,4,50.0,50.0,0,healthy,headphones,2025-08-20 14:00:45.825856
50.0,30.0,15.02,30.0,40.0,4,13,1,50.0,50.0,1,screen_crack,smartphone,2025-05-29 14:00:45.825867
14.41,43.12,10.94,30.0,40.0,1,36,1,50.0,78.73,1,battery_drain,tablet,2025-02-07 14:00:45.825879
92.02666299124778,25.531109602189353,9.81,14.69596601692068,40.0,4,37,5,50.0,97.0,0,healthy,smartphone,2025-10-01 14:00:45.825891
60.26,60.64,11.18,97.46,40.0,7,39,5,50.0,50.0,1,overheating,laptop,2025-01-26 14:00:45.825902
63.46694764647765,28.73414447304239,23.76,2.923991669781545,17.66,1,52,4,50.0,50.0,0,healthy,tablet,2024-12-09 14:00:45.825913
50.0,30.0,8.0,30.0,40.0,2,47,5,12.36,50.0,1,charging_issue,headphones,2025-05-25 14:00:45.825924
50.0,30.0,1.33,30.0,40.0,4,46,4,50.0,50.0,1,screen_crack,smartphone,2025-08-06 14:00:45.825935
91.1084951806419,33.91370876514821,12.77,0.9361530884087255,33.69,1,16,2,50.0,50.0,0,healthy,tablet,2024-12-08 14:00:45.825949
90.55,32.59,12.87,88.48,88.49,7,47,1,50.0,50.0,1,keyboard_malfunction,laptop,2025-11-12 14:00:45.826076
11.79,47.14,12.7,72.53,32.06,5,39,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-07-30 14:00:45.826088
